SUBDIVISION,YEAR,Parameter,ANNUAL
SAURASHTRA & KUTCH,2005,Actual,631.6
SAURASHTRA & KUTCH,2005,Percentage departure,27.8
SAURASHTRA & KUTCH,2005,No. of districts,NA
SAURASHTRA & KUTCH,2006,Actual,701.8
SAURASHTRA & KUTCH,2006,Percentage departure,42
SAURASHTRA & KUTCH,2006,No. of districts,NA
SAURASHTRA & KUTCH,2007,Actual,890.7
SAURASHTRA & KUTCH,2007,Percentage departure,80.2
SAURASHTRA & KUTCH,2007,No. of districts,NA
SAURASHTRA & KUTCH,2008,Actual,607.9
SAURASHTRA & KUTCH,2008,Percentage departure,23
SAURASHTRA & KUTCH,2008,No. of districts,NA
SAURASHTRA & KUTCH,2009,Actual,596.9
SAURASHTRA & KUTCH,2009,Percentage departure,20.8
SAURASHTRA & KUTCH,2009,No. of districts,NA
SAURASHTRA & KUTCH,2010,Actual,1119.9
SAURASHTRA & KUTCH,2010,Percentage departure,126.6
SAURASHTRA & KUTCH,2010,No. of districts,NA
SAURASHTRA & KUTCH,2011,Actual,742.5
SAURASHTRA & KUTCH,2011,Percentage departure,50.2
SAURASHTRA & KUTCH,2011,No. of districts,NA
SAURASHTRA & KUTCH,2012,Actual,323.8
SAURASHTRA & KUTCH,2012,Percentage departure,-34.5
SAURASHTRA & KUTCH,2012,No. of districts,NA
SAURASHTRA & KUTCH,2013,Actual,681.8
SAURASHTRA & KUTCH,2013,Percentage departure,37.9
SAURASHTRA & KUTCH,2013,No. of districts,NA
SAURASHTRA & KUTCH,2014,Actual,383.9
SAURASHTRA & KUTCH,2014,Percentage departure,-22.3
SAURASHTRA & KUTCH,2014,No. of districts,NA
SAURASHTRA & KUTCH,2015,Actual,441.7
SAURASHTRA & KUTCH,2015,Percentage departure,-10.6
SAURASHTRA & KUTCH,2015,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1901,Mean,1038.8
SOUTH INTERIOR KARNATAKA,1901,Standard deviation,152.4
SOUTH INTERIOR KARNATAKA,1901,Coefficient of variation,14.7
SOUTH INTERIOR KARNATAKA,1901,Actual,1003
SOUTH INTERIOR KARNATAKA,1901,Percentage departure,-3.4
SOUTH INTERIOR KARNATAKA,1901,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1902,Actual,1020.1
SOUTH INTERIOR KARNATAKA,1902,Percentage departure,-1.8
SOUTH INTERIOR KARNATAKA,1902,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1903,Actual,1269.9
SOUTH INTERIOR KARNATAKA,1903,Percentage departure,22.2
SOUTH INTERIOR KARNATAKA,1903,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1904,Actual,845.8
SOUTH INTERIOR KARNATAKA,1904,Percentage departure,-18.6
SOUTH INTERIOR KARNATAKA,1904,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1905,Actual,759.4
SOUTH INTERIOR KARNATAKA,1905,Percentage departure,-26.9
SOUTH INTERIOR KARNATAKA,1905,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1906,Actual,1004.5
SOUTH INTERIOR KARNATAKA,1906,Percentage departure,-3.3
SOUTH INTERIOR KARNATAKA,1906,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1907,Actual,998.5
SOUTH INTERIOR KARNATAKA,1907,Percentage departure,-3.9
SOUTH INTERIOR KARNATAKA,1907,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1908,Actual,790.2
SOUTH INTERIOR KARNATAKA,1908,Percentage departure,-23.9
SOUTH INTERIOR KARNATAKA,1908,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1909,Actual,1087.4
SOUTH INTERIOR KARNATAKA,1909,Percentage departure,4.7
SOUTH INTERIOR KARNATAKA,1909,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1910,Actual,1157.3
SOUTH INTERIOR KARNATAKA,1910,Percentage departure,11.4
SOUTH INTERIOR KARNATAKA,1910,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1911,Actual,906.3
SOUTH INTERIOR KARNATAKA,1911,Percentage departure,-12.8
SOUTH INTERIOR KARNATAKA,1911,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1912,Actual,1150.2
SOUTH INTERIOR KARNATAKA,1912,Percentage departure,10.7
SOUTH INTERIOR KARNATAKA,1912,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1913,Actual,876.4
SOUTH INTERIOR KARNATAKA,1913,Percentage departure,-15.6
SOUTH INTERIOR KARNATAKA,1913,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1914,Actual,926.7
SOUTH INTERIOR KARNATAKA,1914,Percentage departure,-10.8
SOUTH INTERIOR KARNATAKA,1914,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1915,Actual,1031.9
SOUTH INTERIOR KARNATAKA,1915,Percentage departure,-0.7
SOUTH INTERIOR KARNATAKA,1915,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1916,Actual,1230.7
SOUTH INTERIOR KARNATAKA,1916,Percentage departure,18.5
SOUTH INTERIOR KARNATAKA,1916,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1917,Actual,1094.3
SOUTH INTERIOR KARNATAKA,1917,Percentage departure,5.3
SOUTH INTERIOR KARNATAKA,1917,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1918,Actual,733.3
SOUTH INTERIOR KARNATAKA,1918,Percentage departure,-29.4
SOUTH INTERIOR KARNATAKA,1918,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1919,Actual,1011.4
SOUTH INTERIOR KARNATAKA,1919,Percentage departure,-2.6
SOUTH INTERIOR KARNATAKA,1919,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1920,Actual,828.9
SOUTH INTERIOR KARNATAKA,1920,Percentage departure,-20.2
SOUTH INTERIOR KARNATAKA,1920,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1921,Actual,986.1
SOUTH INTERIOR KARNATAKA,1921,Percentage departure,-5.1
SOUTH INTERIOR KARNATAKA,1921,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1922,Actual,897.1
SOUTH INTERIOR KARNATAKA,1922,Percentage departure,-13.6
SOUTH INTERIOR KARNATAKA,1922,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1923,Actual,990.5
SOUTH INTERIOR KARNATAKA,1923,Percentage departure,-4.7
SOUTH INTERIOR KARNATAKA,1923,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1924,Actual,1127
SOUTH INTERIOR KARNATAKA,1924,Percentage departure,8.5
SOUTH INTERIOR KARNATAKA,1924,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1925,Actual,982.2
SOUTH INTERIOR KARNATAKA,1925,Percentage departure,-5.4
SOUTH INTERIOR KARNATAKA,1925,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1926,Actual,897
SOUTH INTERIOR KARNATAKA,1926,Percentage departure,-13.7
SOUTH INTERIOR KARNATAKA,1926,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1927,Actual,863.7
SOUTH INTERIOR KARNATAKA,1927,Percentage departure,-16.9
SOUTH INTERIOR KARNATAKA,1927,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1928,Actual,950.5
SOUTH INTERIOR KARNATAKA,1928,Percentage departure,-8.5
SOUTH INTERIOR KARNATAKA,1928,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1929,Actual,1034.9
SOUTH INTERIOR KARNATAKA,1929,Percentage departure,-0.4
SOUTH INTERIOR KARNATAKA,1929,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1930,Actual,993.3
SOUTH INTERIOR KARNATAKA,1930,Percentage departure,-4.4
SOUTH INTERIOR KARNATAKA,1930,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1931,Actual,1012.6
SOUTH INTERIOR KARNATAKA,1931,Percentage departure,-2.5
SOUTH INTERIOR KARNATAKA,1931,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1932,Actual,1270.1
SOUTH INTERIOR KARNATAKA,1932,Percentage departure,22.3
SOUTH INTERIOR KARNATAKA,1932,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1933,Actual,1329.2
SOUTH INTERIOR KARNATAKA,1933,Percentage departure,28
SOUTH INTERIOR KARNATAKA,1933,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1934,Actual,786.3
SOUTH INTERIOR KARNATAKA,1934,Percentage departure,-24.3
SOUTH INTERIOR KARNATAKA,1934,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1935,Actual,954.5
SOUTH INTERIOR KARNATAKA,1935,Percentage departure,-8.1
SOUTH INTERIOR KARNATAKA,1935,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1936,Actual,958.4
SOUTH INTERIOR KARNATAKA,1936,Percentage departure,-7.7
SOUTH INTERIOR KARNATAKA,1936,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1937,Actual,911.2
SOUTH INTERIOR KARNATAKA,1937,Percentage departure,-12.3
SOUTH INTERIOR KARNATAKA,1937,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1938,Actual,871.4
SOUTH INTERIOR KARNATAKA,1938,Percentage departure,-16.1
SOUTH INTERIOR KARNATAKA,1938,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1939,Actual,1024.6
SOUTH INTERIOR KARNATAKA,1939,Percentage departure,-1.4
SOUTH INTERIOR KARNATAKA,1939,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1940,Actual,1180
SOUTH INTERIOR KARNATAKA,1940,Percentage departure,13.6
SOUTH INTERIOR KARNATAKA,1940,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1941,Actual,937.6
SOUTH INTERIOR KARNATAKA,1941,Percentage departure,-9.7
SOUTH INTERIOR KARNATAKA,1941,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1942,Actual,932.9
SOUTH INTERIOR KARNATAKA,1942,Percentage departure,-10.2
SOUTH INTERIOR KARNATAKA,1942,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1943,Actual,1137.1
SOUTH INTERIOR KARNATAKA,1943,Percentage departure,9.5
SOUTH INTERIOR KARNATAKA,1943,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1944,Actual,1025.7
SOUTH INTERIOR KARNATAKA,1944,Percentage departure,-1.3
SOUTH INTERIOR KARNATAKA,1944,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1945,Actual,792.3
SOUTH INTERIOR KARNATAKA,1945,Percentage departure,-23.7
SOUTH INTERIOR KARNATAKA,1945,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1946,Actual,1245
SOUTH INTERIOR KARNATAKA,1946,Percentage departure,19.8
SOUTH INTERIOR KARNATAKA,1946,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1947,Actual,958.3
SOUTH INTERIOR KARNATAKA,1947,Percentage departure,-7.8
SOUTH INTERIOR KARNATAKA,1947,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1948,Actual,1074.1
SOUTH INTERIOR KARNATAKA,1948,Percentage departure,3.4
SOUTH INTERIOR KARNATAKA,1948,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1949,Actual,876.4
SOUTH INTERIOR KARNATAKA,1949,Percentage departure,-15.6
SOUTH INTERIOR KARNATAKA,1949,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1950,Actual,956.5
SOUTH INTERIOR KARNATAKA,1950,Percentage departure,-7.9
SOUTH INTERIOR KARNATAKA,1950,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1951,Actual,925.3
SOUTH INTERIOR KARNATAKA,1951,Percentage departure,-10.9
SOUTH INTERIOR KARNATAKA,1951,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1952,Actual,871.8
SOUTH INTERIOR KARNATAKA,1952,Percentage departure,-16.1
SOUTH INTERIOR KARNATAKA,1952,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1953,Actual,1255.9
SOUTH INTERIOR KARNATAKA,1953,Percentage departure,20.9
SOUTH INTERIOR KARNATAKA,1953,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1954,Actual,1031.1
SOUTH INTERIOR KARNATAKA,1954,Percentage departure,-0.7
SOUTH INTERIOR KARNATAKA,1954,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1955,Actual,1002
SOUTH INTERIOR KARNATAKA,1955,Percentage departure,-3.5
SOUTH INTERIOR KARNATAKA,1955,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1956,Actual,1243.7
SOUTH INTERIOR KARNATAKA,1956,Percentage departure,19.7
SOUTH INTERIOR KARNATAKA,1956,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1957,Actual,1064.7
SOUTH INTERIOR KARNATAKA,1957,Percentage departure,2.5
SOUTH INTERIOR KARNATAKA,1957,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1958,Actual,1210
SOUTH INTERIOR KARNATAKA,1958,Percentage departure,16.5
SOUTH INTERIOR KARNATAKA,1958,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1959,Actual,1280.9
SOUTH INTERIOR KARNATAKA,1959,Percentage departure,23.3
SOUTH INTERIOR KARNATAKA,1959,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1960,Actual,989.9
SOUTH INTERIOR KARNATAKA,1960,Percentage departure,-4.7
SOUTH INTERIOR KARNATAKA,1960,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1961,Actual,1409.5
SOUTH INTERIOR KARNATAKA,1961,Percentage departure,35.7
SOUTH INTERIOR KARNATAKA,1961,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1962,Actual,1307.2
SOUTH INTERIOR KARNATAKA,1962,Percentage departure,25.8
SOUTH INTERIOR KARNATAKA,1962,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1963,Actual,992.8
SOUTH INTERIOR KARNATAKA,1963,Percentage departure,-4.4
SOUTH INTERIOR KARNATAKA,1963,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1964,Actual,1169.4
SOUTH INTERIOR KARNATAKA,1964,Percentage departure,12.6
SOUTH INTERIOR KARNATAKA,1964,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1965,Actual,735.2
SOUTH INTERIOR KARNATAKA,1965,Percentage departure,-29.2
SOUTH INTERIOR KARNATAKA,1965,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1966,Actual,1010.9
SOUTH INTERIOR KARNATAKA,1966,Percentage departure,-2.7
SOUTH INTERIOR KARNATAKA,1966,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1967,Actual,940.3
SOUTH INTERIOR KARNATAKA,1967,Percentage departure,-9.5
SOUTH INTERIOR KARNATAKA,1967,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1968,Actual,1001
SOUTH INTERIOR KARNATAKA,1968,Percentage departure,-3.6
SOUTH INTERIOR KARNATAKA,1968,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1969,Actual,1106.5
SOUTH INTERIOR KARNATAKA,1969,Percentage departure,6.5
SOUTH INTERIOR KARNATAKA,1969,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1970,Actual,1073.8
SOUTH INTERIOR KARNATAKA,1970,Percentage departure,3.4
SOUTH INTERIOR KARNATAKA,1970,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1971,Actual,1020.2
SOUTH INTERIOR KARNATAKA,1971,Percentage departure,-1.8
SOUTH INTERIOR KARNATAKA,1971,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1972,Actual,1064
SOUTH INTERIOR KARNATAKA,1972,Percentage departure,2.4
SOUTH INTERIOR KARNATAKA,1972,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1973,Actual,1086.6
SOUTH INTERIOR KARNATAKA,1973,Percentage departure,4.6
SOUTH INTERIOR KARNATAKA,1973,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1974,Actual,1051.5
SOUTH INTERIOR KARNATAKA,1974,Percentage departure,1.2
SOUTH INTERIOR KARNATAKA,1974,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1975,Actual,1334.3
SOUTH INTERIOR KARNATAKA,1975,Percentage departure,28.4
SOUTH INTERIOR KARNATAKA,1975,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1976,Actual,761.2
SOUTH INTERIOR KARNATAKA,1976,Percentage departure,-26.7
SOUTH INTERIOR KARNATAKA,1976,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1977,Actual,1207.8
SOUTH INTERIOR KARNATAKA,1977,Percentage departure,16.3
SOUTH INTERIOR KARNATAKA,1977,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1978,Actual,1231.6
SOUTH INTERIOR KARNATAKA,1978,Percentage departure,18.6
SOUTH INTERIOR KARNATAKA,1978,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1979,Actual,1120.8
SOUTH INTERIOR KARNATAKA,1979,Percentage departure,7.9
SOUTH INTERIOR KARNATAKA,1979,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1980,Actual,1225
SOUTH INTERIOR KARNATAKA,1980,Percentage departure,17.9
SOUTH INTERIOR KARNATAKA,1980,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1981,Actual,1184.6
SOUTH INTERIOR KARNATAKA,1981,Percentage departure,14
SOUTH INTERIOR KARNATAKA,1981,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1982,Actual,1003.5
SOUTH INTERIOR KARNATAKA,1982,Percentage departure,-3.4
SOUTH INTERIOR KARNATAKA,1982,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1983,Actual,1111.2
SOUTH INTERIOR KARNATAKA,1983,Percentage departure,7
SOUTH INTERIOR KARNATAKA,1983,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1984,Actual,1063.9
SOUTH INTERIOR KARNATAKA,1984,Percentage departure,2.4
SOUTH INTERIOR KARNATAKA,1984,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1985,Actual,859.3
SOUTH INTERIOR KARNATAKA,1985,Percentage departure,-17.3
SOUTH INTERIOR KARNATAKA,1985,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1986,Actual,1030.2
SOUTH INTERIOR KARNATAKA,1986,Percentage departure,-0.8
SOUTH INTERIOR KARNATAKA,1986,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1987,Actual,934.7
SOUTH INTERIOR KARNATAKA,1987,Percentage departure,-10
SOUTH INTERIOR KARNATAKA,1987,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1988,Actual,1022.2
SOUTH INTERIOR KARNATAKA,1988,Percentage departure,-1.6
SOUTH INTERIOR KARNATAKA,1988,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1989,Actual,913.5
SOUTH INTERIOR KARNATAKA,1989,Percentage departure,-12.1
SOUTH INTERIOR KARNATAKA,1989,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1990,Actual,848.5
SOUTH INTERIOR KARNATAKA,1990,Percentage departure,-18.3
SOUTH INTERIOR KARNATAKA,1990,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1991,Actual,1221.2
SOUTH INTERIOR KARNATAKA,1991,Percentage departure,17.6
SOUTH INTERIOR KARNATAKA,1991,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1992,Actual,1201
SOUTH INTERIOR KARNATAKA,1992,Percentage departure,15.6
SOUTH INTERIOR KARNATAKA,1992,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1993,Actual,1038.1
SOUTH INTERIOR KARNATAKA,1993,Percentage departure,-0.1
SOUTH INTERIOR KARNATAKA,1993,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1994,Actual,1157.8
SOUTH INTERIOR KARNATAKA,1994,Percentage departure,11.4
SOUTH INTERIOR KARNATAKA,1994,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1995,Actual,883.2
SOUTH INTERIOR KARNATAKA,1995,Percentage departure,-15
SOUTH INTERIOR KARNATAKA,1995,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1996,Actual,1044
SOUTH INTERIOR KARNATAKA,1996,Percentage departure,0.5
SOUTH INTERIOR KARNATAKA,1996,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1997,Actual,1180
SOUTH INTERIOR KARNATAKA,1997,Percentage departure,13.6
SOUTH INTERIOR KARNATAKA,1997,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1998,Actual,1113.3
SOUTH INTERIOR KARNATAKA,1998,Percentage departure,7.2
SOUTH INTERIOR KARNATAKA,1998,No. of districts,NA
SOUTH INTERIOR KARNATAKA,1999,Actual,1149.6
SOUTH INTERIOR KARNATAKA,1999,Percentage departure,10.7
SOUTH INTERIOR KARNATAKA,1999,No. of districts,NA
SOUTH INTERIOR KARNATAKA,2000,Actual,1207.2
SOUTH INTERIOR KARNATAKA,2000,Percentage departure,16.2
SOUTH INTERIOR KARNATAKA,2000,No. of districts,NA
SOUTH INTERIOR KARNATAKA,2001,Actual,926.3
SOUTH INTERIOR KARNATAKA,2001,Percentage departure,-10.8
SOUTH INTERIOR KARNATAKA,2001,No. of districts,NA
SOUTH INTERIOR KARNATAKA,2002,Actual,755.8
SOUTH INTERIOR KARNATAKA,2002,Percentage departure,-27.2
SOUTH INTERIOR KARNATAKA,2002,No. of districts,NA
SOUTH INTERIOR KARNATAKA,2003,Actual,762.8
SOUTH INTERIOR KARNATAKA,2003,Percentage departure,-26.6
SOUTH INTERIOR KARNATAKA,2003,No. of districts,NA
SOUTH INTERIOR KARNATAKA,2004,Actual,1133.4
SOUTH INTERIOR KARNATAKA,2004,Percentage departure,9.1
SOUTH INTERIOR KARNATAKA,2004,No. of districts,NA
SOUTH INTERIOR KARNATAKA,2005,Actual,1319.3
SOUTH INTERIOR KARNATAKA,2005,Percentage departure,27
SOUTH INTERIOR KARNATAKA,2005,No. of districts,NA
SOUTH INTERIOR KARNATAKA,2006,Actual,1030.5
SOUTH INTERIOR KARNATAKA,2006,Percentage departure,-0.8
SOUTH INTERIOR KARNATAKA,2006,No. of districts,NA
SOUTH INTERIOR KARNATAKA,2007,Actual,1231
SOUTH INTERIOR KARNATAKA,2007,Percentage departure,18.5
SOUTH INTERIOR KARNATAKA,2007,No. of districts,NA
SOUTH INTERIOR KARNATAKA,2008,Actual,1140.6
SOUTH INTERIOR KARNATAKA,2008,Percentage departure,9.8
SOUTH INTERIOR KARNATAKA,2008,No. of districts,NA
SOUTH INTERIOR KARNATAKA,2009,Actual,1158.4
SOUTH INTERIOR KARNATAKA,2009,Percentage departure,11.5
SOUTH INTERIOR KARNATAKA,2009,No. of districts,NA
SOUTH INTERIOR KARNATAKA,2010,Actual,1239.7
SOUTH INTERIOR KARNATAKA,2010,Percentage departure,19.3
SOUTH INTERIOR KARNATAKA,2010,No. of districts,NA
SOUTH INTERIOR KARNATAKA,2011,Actual,1087.4
SOUTH INTERIOR KARNATAKA,2011,Percentage departure,4.7
SOUTH INTERIOR KARNATAKA,2011,No. of districts,NA
SOUTH INTERIOR KARNATAKA,2012,Actual,877.8
SOUTH INTERIOR KARNATAKA,2012,Percentage departure,-15.5
SOUTH INTERIOR KARNATAKA,2012,No. of districts,NA
SOUTH INTERIOR KARNATAKA,2013,Actual,1110.7
SOUTH INTERIOR KARNATAKA,2013,Percentage departure,6.9
SOUTH INTERIOR KARNATAKA,2013,No. of districts,NA
SOUTH INTERIOR KARNATAKA,2014,Actual,1184.2
SOUTH INTERIOR KARNATAKA,2014,Percentage departure,14
SOUTH INTERIOR KARNATAKA,2014,No. of districts,NA
SOUTH INTERIOR KARNATAKA,2015,Actual,1112.5
SOUTH INTERIOR KARNATAKA,2015,Percentage departure,7.1
SOUTH INTERIOR KARNATAKA,2015,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1901,Mean,2765.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1901,Standard deviation,338.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1901,Coefficient of variation,12.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1901,Actual,2113.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1901,Percentage departure,-23.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1901,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1902,Actual,3180.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1902,Percentage departure,15
SUB HIMALAYAN WEST BENGAL & SIKKIM,1902,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1903,Actual,2404.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1903,Percentage departure,-13.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1903,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1904,Actual,2169.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1904,Percentage departure,-21.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1904,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1905,Actual,3005
SUB HIMALAYAN WEST BENGAL & SIKKIM,1905,Percentage departure,8.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1905,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1906,Actual,2618
SUB HIMALAYAN WEST BENGAL & SIKKIM,1906,Percentage departure,-5.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1906,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1907,Actual,2530
SUB HIMALAYAN WEST BENGAL & SIKKIM,1907,Percentage departure,-8.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1907,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1908,Actual,1988.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1908,Percentage departure,-28.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1908,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1909,Actual,2670.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1909,Percentage departure,-3.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1909,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1910,Actual,3046.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1910,Percentage departure,10.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1910,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1911,Actual,3194.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1911,Percentage departure,15.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1911,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1912,Actual,2793.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1912,Percentage departure,1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1912,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1913,Actual,2935.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1913,Percentage departure,6.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1913,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1914,Actual,2414.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1914,Percentage departure,-12.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1914,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1915,Actual,2504.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1915,Percentage departure,-9.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1915,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1916,Actual,3476.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1916,Percentage departure,25.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1916,No. of districts,NA
SUB HIMALAYAN WEST BENGAL & SIKKIM,1917,Actual,2841.6
